Date;Service nº;City;Zip code;Service type;Service coordinates;Pick up parcels;Drop off parcels
1/5/23;16895;MADRID;28005;SameDay Pick up;;1;0
1/5/23;16895;MADRID;28004;SameDay Pick up;;1;0
1/5/23;16896;MADRID;28014;SameDay Pick up;;1;0
1/5/23;16897;MADRID;28013;SameDay Pick up;;1;0
1/5/23;16900;MADRID;28014;SameDay Pick up;;1;0
1/5/23;16902;MADRID;28004;SameDay Pick up;;1;0
1/5/23;16902;MADRID;28005;SameDay Pick up;;1;0
1/5/23;35721100;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721264;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721311;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721326;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721328;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721336;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721354;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721355;MADRID;28012;SameDay Drop off;;0;1
1/5/23;35721355;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721355;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721360;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721363;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721364;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721365;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721365;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721365;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721368;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721369;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721369;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721371;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721373;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721374;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721374;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721377;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721378;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721380;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721382;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721383;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721383;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721384;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721386;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721386;MADRID;28012;SameDay Drop off;;0;1
1/5/23;35721386;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721387;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721389;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721389;MADRID;28012;SameDay Drop off;;0;1
1/5/23;35721390;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721390;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721391;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721391;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721392;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721393;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721394;MADRID;28012;SameDay Drop off;;0;1
1/5/23;35721395;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721397;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721397;MADRID;28012;SameDay Drop off;;0;1
1/5/23;35721397;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721399;MADRID;28015;SameDay Drop off;;0;1
1/5/23;35721400;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721400;MADRID;28012;SameDay Drop off;;0;1
1/5/23;35721400;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721400;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721401;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721402;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721402;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721403;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721403;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721455;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721456;MADRID;28012;SameDay Drop off;;0;1
1/5/23;35721457;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721457;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721462;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721466;MADRID;28014;SameDay Drop off;;0;1
1/5/23;35721466;MADRID;28005;SameDay Drop off;;0;1
1/5/23;35721467;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721468;MADRID;28004;SameDay Drop off;;0;1
1/5/23;35721469;MADRID;28005;SameDay Drop off;;0;1
