Date;Service nº;City;Zip code;Service type;Service coordinates;Pick up parcels;Drop off parcels
2022-10-01;00014589;MADRID;28015;SameDay Pick up;40.4294993,-3.7092828;1;0
2022-10-01;00015196;MADRID;28005;SameDay Pick up;40.4108535,-3.710631;1;0
2022-10-01;00015204;MADRID;28004;SameDay Pick up;40.4209200061955,-3.70317000136859;1;0
2022-10-01;00015205;MADRID;28005;SameDay Pick up;40.4048583,-3.7133953;1;0
2022-10-01;00015206;MADRID;28005;SameDay Pick up;40.4006874,-3.7116743;1;0
2022-10-01;00015206;MADRID;28014;SameDay Pick up;40.4077227,-3.6884134;1;0
2022-10-01;35706946;MADRID;28015;SameDay Drop off;40.4282409,-3.7086147;0;1
2022-10-01;35706995;MADRID;28012;SameDay Drop off;40.4120656,-3.7072828;0;1
2022-10-01;35707007;MADRID;28005;SameDay Drop off;40.4026008,-3.7018893;0;1
2022-10-01;35707014;MADRID;28005;SameDay Drop off;40.4043897,-3.7082425;0;1
2022-10-01;35707031;MADRID;28012;SameDay Drop off;40.4105094,-3.7011123;0;1
2022-10-01;35707032;MADRID;28005;SameDay Drop off;40.4121769,-3.7158399;0;1
2022-10-01;35707032;MADRID;28012;SameDay Drop off;40.4127019,-3.7000608;0;1
2022-10-01;35707032;MADRID;28012;SameDay Drop off;40.4127019,-3.7000608;0;1
2022-10-01;35707034;MADRID;28015;SameDay Drop off;40.4358200125563,-3.71002002791968;0;1
2022-10-01;35707034;MADRID;28005;SameDay Drop off;40.405519,-3.7187463;0;1
2022-10-01;35707034;MADRID;28005;SameDay Drop off;40.405519,-3.7187463;0;1
2022-10-01;35707039;MADRID;28015;SameDay Drop off;40.434378,-3.7058733;0;1
2022-10-01;35707044;MADRID;28012;SameDay Drop off;40.4137485,-3.7048991;0;1
2022-10-01;35707049;MADRID;28012;SameDay Drop off;40.4098435,-3.6990504;0;1
2022-10-01;35707054;MADRID;28005;SameDay Drop off;40.4026519,-3.7151102;0;1
2022-10-01;35707056;MADRID;28015;SameDay Drop off;40.4373184,-3.70403;0;1
2022-10-01;35707057;MADRID;28015;SameDay Drop off;40.4356892,-3.717054;0;1
2022-10-01;35707058;MADRID;28015;SameDay Drop off;40.4356892,-3.717054;0;1
2022-10-01;35707058;MADRID;28005;SameDay Drop off;40.4112133,-3.7178137;0;1
2022-10-01;35707062;MADRID;28004;SameDay Drop off;40.4260486,-3.7062194;0;1
2022-10-01;35707066;MADRID;28004;SameDay Drop off;40.4265289,-3.6937899;0;1
2022-10-01;35707097;MADRID;28013;SameDay Drop off;40.4186869,-3.7040031;0;1
2022-10-01;35707116;MADRID;28012;SameDay Drop off;40.4162269,-3.7060121;0;1
2022-10-01;35707117;MADRID;28004;SameDay Drop off;40.4284757,-3.7015128;0;1
2022-10-01;35707119;MADRID;28005;SameDay Drop off;40.4066965,-3.7080231;0;1
2022-10-01;35707119;MADRID;28005;SameDay Drop off;40.4042974,-3.7079649;0;1
2022-10-01;35707120;MADRID;28005;SameDay Drop off;40.4053991326999,-3.7196478344504;0;1
2022-10-01;35707120;MADRID;28012;SameDay Drop off;40.4116089,-3.6997576;0;1
2022-10-01;35707120;MADRID;28015;SameDay Drop off;40.4285416,-3.7072301;0;1
2022-10-01;35707120;MADRID;28005;SameDay Drop off;40.40968,-3.70777;0;1
2022-10-01;35707120;MADRID;28013;SameDay Drop off;40.4205682,-3.7099506;0;1
2022-10-01;35707120;MADRID;28015;SameDay Drop off;40.4308399886037,-3.7068599666035;0;1
2022-10-01;35707121;MADRID;28014;SameDay Drop off;40.4126094,-3.6896989;0;1
2022-10-01;35707121;MADRID;28013;SameDay Drop off;40.4169659,-3.7102541;0;1
2022-10-01;35707122;MADRID;28005;SameDay Drop off;40.405902,-3.7132568;0;1
2022-10-01;35707122;MADRID;28015;SameDay Drop off;40.4309696,-3.7067698;0;1
2022-10-01;35707122;MADRID;28004;SameDay Drop off;40.4243287,-3.7012947;0;1
2022-10-01;35707122;MADRID;28015;SameDay Drop off;40.4376652,-3.709914;0;1
2022-10-01;35707122;MADRID;28005;SameDay Drop off;40.4039374,-3.7081174;0;1
2022-10-01;35707123;MADRID;28004;SameDay Drop off;40.4243286,-3.6953788;0;1
2022-10-01;35707123;MADRID;28013;SameDay Drop off;40.4209343,-3.7079943;0;1
2022-10-01;35707123;MADRID;28005;SameDay Drop off;40.4053,-3.7194014;0;1
2022-10-01;35707124;MADRID;28015;SameDay Drop off;40.4364,-3.7103265;0;1
2022-10-01;35707124;MADRID;28005;SameDay Drop off;40.414919,-3.7094703;0;1
2022-10-01;35707124;MADRID;28005;SameDay Drop off;40.4039374,-3.7081174;0;1
2022-10-01;35707125;MADRID;28005;SameDay Drop off;40.4080807,-3.7083511;0;1
2022-10-01;35707125;MADRID;28015;SameDay Drop off;40.4347006,-3.714277;0;1
2022-10-01;35707125;MADRID;28005;SameDay Drop off;40.4038000108692,-3.70815002532123;0;1
2022-10-01;35707125;MADRID;28015;SameDay Drop off;40.4367767,-3.7085856;0;1
2022-10-01;35707126;MADRID;28015;SameDay Drop off;40.4356014,-3.7148336;0;1
2022-10-01;35707126;MADRID;28004;SameDay Drop off;40.4283955,-3.7000075;0;1
2022-10-01;35707126;MADRID;28015;SameDay Drop off;40.4305415,-3.7067729;0;1
2022-10-01;35707126;MADRID;28015;SameDay Drop off;40.4274672,-3.7103494;0;1
2022-10-01;35707126;MADRID;28005;SameDay Drop off;40.4031800014913,-3.70648998939734;0;1
2022-10-01;35707126;MADRID;28012;SameDay Drop off;40.414644,-3.704798;0;1
2022-10-01;35707127;MADRID;28015;SameDay Drop off;40.4293504,-3.7089656;0;1
2022-10-01;35707127;MADRID;28012;SameDay Drop off;40.4102257,-3.7059328;0;1
2022-10-01;35707130;MADRID;28004;SameDay Drop off;40.4238148,-3.6962211;0;1
2022-10-01;35707132;MADRID;28012;SameDay Drop off;40.4036934,-3.6981831;0;1
2022-10-01;35707133;MADRID;28005;SameDay Drop off;40.39852,-3.708252;0;1
2022-10-01;35707135;MADRID;28004;SameDay Drop off;40.4250963,-3.691769;0;1
2022-10-01;35707138;MADRID;28004;SameDay Drop off;40.4241423,-3.703954;0;1
2022-10-01;35707138;MADRID;28015;SameDay Drop off;40.4305415,-3.7067729;0;1
2022-10-01;35707138;MADRID;28014;SameDay Drop off;40.4072324,-3.6792923;0;1
2022-10-01;35707140;MADRID;28005;SameDay Drop off;40.4104164,-3.7168842;0;1
2022-10-01;35707141;MADRID;28015;SameDay Drop off;40.43449001407,-3.71576003903326;0;1
