Date;Service nº;City;Zip code;Service type;Service coordinates;Pick up parcels;Drop off parcels
1/6/22;14192;MADRID;28005;SameDay Pick up;;1;0
1/6/22;14213;MADRID;28005;SameDay Pick up;;1;0
1/6/22;14213;MADRID;28014;SameDay Pick up;;1;0
1/6/22;14214;MADRID;28004;SameDay Pick up;;1;0
1/6/22;14214;MADRID;28005;SameDay Pick up;;1;0
1/6/22;14214;MADRID;28013;SameDay Pick up;;1;0
1/6/22;14215;MADRID;28004;SameDay Pick up;;1;0
1/6/22;14215;MADRID;28004;SameDay Pick up;;1;0
1/6/22;35700055;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700104;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700109;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700149;MADRID;28014;SameDay Drop off;;0;1
1/6/22;35700150;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700187;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700193;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700193;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700194;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700196;MADRID;28014;SameDay Drop off;;0;1
1/6/22;35700200;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700201;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700202;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700202;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700203;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700204;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700205;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700206;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700207;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700207;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700207;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700208;MADRID;28013;SameDay Drop off;;0;1
1/6/22;35700208;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700208;MADRID;28014;SameDay Drop off;;0;1
1/6/22;35700208;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700209;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700210;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700210;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700211;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700211;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700211;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700211;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700211;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700211;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700212;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700212;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700212;MADRID;28014;SameDay Drop off;;0;1
1/6/22;35700213;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700213;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700214;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700215;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700216;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700216;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700216;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700217;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700217;MADRID;28013;SameDay Drop off;;0;1
1/6/22;35700217;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700217;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700217;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700218;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700218;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700219;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700219;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700220;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700220;MADRID;28012;SameDay Drop off;;0;1
1/6/22;35700220;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700220;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700220;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700220;MADRID;28004;SameDay Drop off;;0;1
1/6/22;35700221;MADRID;28013;SameDay Drop off;;0;1
1/6/22;35700221;MADRID;28005;SameDay Drop off;;0;1
1/6/22;35700221;MADRID;28015;SameDay Drop off;;0;1
1/6/22;35700222;MADRID;28015;SameDay Drop off;;0;1
