Date;Service nº;City;Zip code;Service type;Service coordinates;Pick up parcels;Drop off parcels
1/9/22;14956;MADRID;28004;SameDay Pick up;;1;0
1/9/22;14975;MADRID;28014;SameDay Pick up;;1;0
1/9/22;14990;MADRID;28012;SameDay Pick up;;1;0
1/9/22;14996;MADRID;28015;SameDay Pick up;;1;0
1/9/22;15004;MADRID;28015;SameDay Pick up;;1;0
1/9/22;15005;MADRID;28014;SameDay Pick up;;1;0
1/9/22;15005;MADRID;28012;SameDay Pick up;;1;0
1/9/22;15006;MADRID;28014;SameDay Pick up;;1;0
1/9/22;15006;MADRID;28004;SameDay Pick up;;1;0
1/9/22;15007;MADRID;28005;SameDay Pick up;;1;0
1/9/22;35705680;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705691;MADRID;28013;SameDay Drop off;;0;1
1/9/22;35705693;MADRID;28013;SameDay Drop off;;0;1
1/9/22;35705716;MADRID;28014;SameDay Drop off;;0;1
1/9/22;35705719;MADRID;28012;SameDay Drop off;;0;1
1/9/22;35705742;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705744;MADRID;28005;SameDay Drop off;;0;1
1/9/22;35705754;MADRID;28005;SameDay Drop off;;0;1
1/9/22;35705772;MADRID;28013;SameDay Drop off;;0;1
1/9/22;35705772;MADRID;28005;SameDay Drop off;;0;1
1/9/22;35705775;MADRID;28004;SameDay Drop off;;0;1
1/9/22;35705777;MADRID;28012;SameDay Drop off;;0;1
1/9/22;35705781;MADRID;28005;SameDay Drop off;;0;1
1/9/22;35705782;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705787;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705794;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705794;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705797;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705797;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705798;MADRID;28015;SameDay Drop off;;0;1
1/9/22;35705798;MADRID;28013;SameDay Drop off;;0;1
1/9/22;35705798;MADRID;28013;SameDay Drop off;;0;1
1/9/22;35705798;MADRID;28005;SameDay Drop off;;0;1
1/9/22;35705798;MADRID;28005;SameDay Drop off;;0;1
1/9/22;35705799;MADRID;28004;SameDay Drop off;;0;1
