Date;Service nº;City;Zip code;Service type;Service coordinates;Pick up parcels;Drop off parcels
3/5/22;13929;MADRID;28015;SameDay Pick up;;1;0
3/5/22;13929;MADRID;28015;SameDay Pick up;;1;0
3/5/22;13934;MADRID;28005;SameDay Pick up;;1;0
3/5/22;13935;MADRID;28015;SameDay Pick up;;1;0
3/5/22;13937;MADRID;28015;SameDay Pick up;;1;0
3/5/22;13938;MADRID;28005;SameDay Pick up;;1;0
3/5/22;13941;MADRID;28005;SameDay Pick up;;1;0
3/5/22;13943;MADRID;28004;SameDay Pick up;;1;0
3/5/22;13947;MADRID;28004;SameDay Pick up;;1;0
3/5/22;13947;MADRID;28015;SameDay Pick up;;1;0
3/5/22;13947;MADRID;28015;SameDay Pick up;;1;0
3/5/22;13948;MADRID;28004;SameDay Pick up;;1;0
3/5/22;35788420;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788431;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788435;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788437;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788445;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788446;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788446;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788446;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788450;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788451;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788452;MADRID;28005;SameDay Drop off;;0;1
3/5/22;35788454;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788454;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788454;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788455;MADRID;28005;SameDay Drop off;;0;1
3/5/22;35788455;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788455;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788455;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788458;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788461;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788462;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788467;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788468;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788468;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788469;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788470;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788470;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788471;MADRID;28012;SameDay Drop off;;0;1
3/5/22;35788472;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788472;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788472;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788473;MADRID;28004;SameDay Drop off;;0;1
3/5/22;35788475;MADRID;28015;SameDay Drop off;;0;1
3/5/22;35788476;MADRID;28005;SameDay Drop off;;0;1
