38232407171700100035-LL1;MADLL1;;;Paseo de Juan Antonio Vallejo-Nájera Botas;MADRID;28005;ES;;;;SameDay Drop off;40.4016859,-3.708348;;;;28004;;;1;
38232330521900100035-LL1;MADLL1;;;Paseo de Juan Antonio Vallejo-Nájera Botas;MADRID;28005;ES;;;;SameDay Drop off;40.4016824,-3.7069266;;;;28004;;;1;
38232365172200100032-LL1;MADLL1;;;Calle de Carranza;MADRID;28004;ES;;;;SameDay Drop off;40.4293145982266,-3.70415500726164;;;;28004;;;1;
35704485793300100036-LL1;MADLL1;;;Calle del Mesón de Paredes;MADRID;28012;ES;;;;SameDay Drop off;40.4107112,-3.7044264;;;;28004;;;1;
35704499661000100034-LL1;MADLL1;;;Calle del Humilladero;MADRID;28005;ES;;;;SameDay Drop off;40.4104966,-3.7102563;;;;28004;;;1;
35704502034100100038-LL1;MADLL1;;;Calle de la Libertad;MADRID;28004;ES;;;;SameDay Drop off;40.4214535,-3.6974301;;;;28004;;;1;
35704507790000100039-LL1;MADLL1;;;Calle de Sagasta;MADRID;28004;ES;;;;SameDay Drop off;40.427824,-3.6978016;;;;28004;;;1;
35704550019000100033-LL1;MADLL1;;;Calle de Paradinas;MADRID;28005;ES;;;;SameDay Drop off;40.4048912,-3.7197331;;;;28004;;;1;
35704553661100100030-LL1;MADLL1;;;Calle del Divino Pastor;MADRID;28004;ES;;;;SameDay Drop off;40.4275229,-3.7045849;;;;28004;;;1;
35704555715700100032-LL1;MADLL1;;;Avenida del Monasterio de Silos;MADRID;28012;ES;;;;SameDay Drop off;40.5037093,-3.6988769;;;;28004;;;1;
35704559047000100037-LL1;MADLL1;;;Paseo de Recoletos;MADRID;28004;ES;;;;SameDay Drop off;40.4209617,-3.6930862;;;;28004;;;1;
35704569022600100035-LL1;MADLL1;;;Calle de Fray Ceferino González;MADRID;28005;ES;;;;SameDay Drop off;40.4086522,-3.7066464;;;;28004;;;1;
35704570831700100038-LL1;MADLL1;;;Calle de Vandergoten;MADRID;28014;ES;;;;SameDay Drop off;40.4052621,-3.6825453;;;;28004;;;1;
35704572504100100035-LL1;MADLL1;;;Paseo de los Pontones;MADRID;28005;ES;;;;SameDay Drop off;40.405902,-3.7132568;;;;28004;;;1;
35704585050300100039-LL1;MADLL1;;;Plaza de Alonso Martínez;MADRID;28004;ES;;;;SameDay Drop off;40.4277266,-3.6950915;;;;28004;;;1;
