Date;Service nº;City;Zip code;Service type;Service coordinates;Pick up parcels;Drop off parcels
1/12/21;35778437;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778595;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778598;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778598;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778598;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778599;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778599;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778599;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778600;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778600;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778602;MADRID;28004;SameDay Drop off;;0;1
1/12/21;35778602;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778602;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778603;MADRID;28014;SameDay Drop off;;0;1
1/12/21;35778603;MADRID;28014;SameDay Drop off;;0;1
1/12/21;35778603;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778604;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778604;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778605;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778605;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778605;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778607;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778607;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778607;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778607;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778607;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778608;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778608;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778609;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778609;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778609;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778610;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778611;MADRID;28014;SameDay Drop off;;0;1
1/12/21;35778612;MADRID;28014;SameDay Drop off;;0;1
1/12/21;35778612;MADRID;28014;SameDay Drop off;;0;1
1/12/21;35778612;MADRID;28004;SameDay Drop off;;0;1
1/12/21;35778613;MADRID;28004;SameDay Drop off;;0;1
1/12/21;35778613;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778613;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778614;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778614;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778615;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778615;MADRID;28004;SameDay Drop off;;0;1
1/12/21;35778619;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778619;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778619;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778620;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778620;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778621;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778622;MADRID;28014;SameDay Drop off;;0;1
1/12/21;35778623;MADRID;28004;SameDay Drop off;;0;1
1/12/21;35778626;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778627;MADRID;28014;SameDay Drop off;;0;1
1/12/21;35778627;MADRID;28005;SameDay Drop off;;0;1
1/12/21;35778627;MADRID;28012;SameDay Drop off;;0;1
1/12/21;35778628;MADRID;28015;SameDay Drop off;;0;1
1/12/21;35778628;MADRID;28004;SameDay Drop off;;0;1
1/12/21;35778628;MADRID;28004;SameDay Drop off;;0;1
1/12/21;35778628;MADRID;28004;SameDay Drop off;;0;1
