35704739022100100037-LL1;MADLL1;;;Calle de Blasco de Garay;MADRID;28015;ES;;;;SameDay Drop off;40.434869,-3.7115686;;;;28004;;;1;
35704742099800100036-LL1;MADLL1;;;Calle de San Marcos;MADRID;28004;ES;;;;SameDay Drop off;40.4212684171767,-3.69787455834906;;;;28004;;;1;
35704742443200100033-LL1;MADLL1;;;Calle de Bravo Murillo;MADRID;28015;ES;;;;SameDay Drop off;40.4368441,-3.7039328;;;;28004;;;1;
35704742527300100039-LL1;MADLL1;;;Calle de Prim;MADRID;28004;ES;;;;SameDay Drop off;40.4219500163672,-3.69338002227869;;;;28004;;;1;
35704743899300100036-LL1;MADLL1;;;Calle de Blasco de Garay;MADRID;28015;ES;;;;SameDay Drop off;40.4364979,-3.7111697;;;;28004;;;1;
35704745559500100035-LL1;MADLL1;;;Calle de Bravo Murillo;MADRID;28015;ES;;;;SameDay Drop off;40.435599987598,-3.7040999735259;;;;28004;;;1;
35704745918800100037-LL1;MADLL1;;;Calle de Hilarión Eslava;MADRID;28015;ES;;;;SameDay Drop off;40.438706,-3.71628;;;;28004;;;1;
35704748837000100036-LL1;MADLL1;;;Calle de Fernández de los Ríos;MADRID;28015;ES;;;;SameDay Drop off;40.4348074,-3.7054967;;;;28004;;;1;
38232340853700100036-LL1;MADLL1;;;Calle de la Salud;MADRID;28013;ES;;;;SameDay Drop off;40.4195235,-3.7033256;;;;28004;;;1;
38232243471900100038-LL1;MADLL1;;;Calle de Guzmán el Bueno;MADRID;28015;ES;;;;SameDay Drop off;40.4366626,-3.7133467;;;;28004;;;1;
35704737381100100037-LL1;MADLL1;;;Paseo del Doctor Vallejo-Nájera;MADRID;28005;ES;;;;SameDay Drop off;40.4030574592634,-3.71214512805378;;;;28004;;;1;
35702650472400100037-LL1;MADLL1;;;Calle Gran Vía;MADRID;28013;ES;;;;SameDay Drop off;40.4207089565564,-3.706619266319;;;;28004;;;1;
000148132728001-LL1;MADLL1;;;Calle del Sacramento;MADRID;28005;ES;;;;SameDay Pick up;40.4146997,-3.7117529;;;;28004;;1;;
000148136312001-LL1;MADLL1;;;Calle de Melilla;MADRID;28005;ES;;;;SameDay Pick up;40.4011267,-3.7095519;;;;28004;;1;;
000148179657001-LL1;MADLL1;;;Calle de Galileo;MADRID;28015;ES;;;;SameDay Pick up;40.4354499934406,-3.71005003513304;;;;28004;;1;;
000148188349001-LL1;MADLL1;;;Calle de Antonio Grilo;MADRID;28015;ES;;;;SameDay Pick up;40.4234399834757,-3.70822998867754;;;;28004;;1;;
000148189435001-LL1;MADLL1;;;Calle del Barquillo;MADRID;28004;ES;;;;SameDay Pick up;40.4215315,-3.6959875;;;;28004;;1;;
000148190397001-LL1;MADLL1;;;Calle de Gil Imón;MADRID;28005;ES;;;;SameDay Pick up;40.4071627,-3.7155963;;;;28004;;1;;
000148194217001-LL1;MADLL1;;;Calle del Concejal Benito Martín Lozano;MADRID;28005;ES;;;;SameDay Pick up;40.4047809,-3.7084194;;;;28004;;1;;
